split,mode,k,signal_date,execution_date,ts_code,close_weight,pred_score
test,full_topk,30,20250625,20250626,300001.SZ,0.03440069331654302,0.00025995494797825813
test,full_topk,30,20250625,20250626,300002.SZ,0.03355586759352929,0.0001783333718776703
test,full_topk,30,20250625,20250626,300014.SZ,0.03293456464312428,0.0004727449268102646
test,full_topk,30,20250625,20250626,300054.SZ,0.033148679972458156,0.00021704332903027534
test,full_topk,30,20250625,20250626,300059.SZ,0.03308800604929428,0.0001894887536764145
test,full_topk,30,20250625,20250626,300124.SZ,0.033268040719343604,0.000261885579675436
test,full_topk,30,20250625,20250626,300136.SZ,0.03346404038733127,0.00029972614720463753
test,full_topk,30,20250625,20250626,300142.SZ,0.032952490876384605,0.00018035899847745895
test,full_topk,30,20250625,20250626,300144.SZ,0.03395672689418863,0.0002376781776547432
test,full_topk,30,20250625,20250626,300146.SZ,0.03346678376474045,0.0005321372300386429
test,full_topk,30,20250625,20250626,300339.SZ,0.032956761552518074,0.00030016573145985603
test,full_topk,30,20250625,20250626,300373.SZ,0.03303652374503689,0.00020796246826648712
test,full_topk,30,20250625,20250626,300394.SZ,0.033590850725425024,0.00019325176253914833
test,full_topk,30,20250625,20250626,300496.SZ,0.033280578047585,0.0003047725185751915
test,full_topk,30,20250625,20250626,300498.SZ,0.03386234585151432,0.0002791271544992924
test,full_topk,30,20250625,20250626,300601.SZ,0.03325007593472685,0.00021140370517969131
test,full_topk,30,20250625,20250626,300604.SZ,0.032647320550387715,0.0001827813684940338
test,full_topk,30,20250625,20250626,300627.SZ,0.0337763595702665,0.0005233660340309143
test,full_topk,30,20250625,20250626,300628.SZ,0.032877694303954985,0.00022138375788927078
test,full_topk,30,20250625,20250626,300661.SZ,0.03325606524775062,0.0002328944392502308
test,full_topk,30,20250625,20250626,300666.SZ,0.03313818423034885,0.0003135278820991516
test,full_topk,30,20250625,20250626,300676.SZ,0.03324045634390229,0.0004067099653184414
test,full_topk,30,20250625,20250626,300699.SZ,0.03342918933357775,0.00028025684878230095
test,full_topk,30,20250625,20250626,300750.SZ,0.033239603065465306,0.0008026259019970894
test,full_topk,30,20250625,20250626,300759.SZ,0.0329384688311694,0.0003030328080058098
test,full_topk,30,20250625,20250626,300761.SZ,0.03332665535755014,0.00019705574959516525
test,full_topk,30,20250625,20250626,300763.SZ,0.03313079807467042,0.000183772761374712
test,full_topk,30,20250625,20250626,300919.SZ,0.03347352304940345,0.0002158787101507187
test,full_topk,30,20250625,20250626,300957.SZ,0.033394138055111364,0.0003880155272781849
test,full_topk,30,20250625,20250626,302132.SZ,0.033918513912697505,0.0005817771889269352
test,full_topk,30,20250626,20250627,300001.SZ,0.032692093099289096,0.00020505115389823914
test,full_topk,30,20250626,20250627,300014.SZ,0.03320566259491245,0.0004356922581791878
test,full_topk,30,20250626,20250627,300054.SZ,0.03334264320844557,0.00020694918930530548
test,full_topk,30,20250626,20250627,300122.SZ,0.03345926081750349,0.00014179572463035583
test,full_topk,30,20250626,20250627,300124.SZ,0.032504144827616925,0.0002158675342798233
test,full_topk,30,20250626,20250627,300136.SZ,0.0334657509797055,0.00023609865456819534
test,full_topk,30,20250626,20250627,300142.SZ,0.03339034369944478,0.000298425555229187
test,full_topk,30,20250626,20250627,300144.SZ,0.03335191982867442,0.0002158433198928833
test,full_topk,30,20250626,20250627,300146.SZ,0.03344996931319379,0.0004493221640586853
test,full_topk,30,20250626,20250627,300212.SZ,0.03311577714549777,0.0001475089229643345
test,full_topk,30,20250626,20250627,300339.SZ,0.03310925819062017,0.000248112715780735
test,full_topk,30,20250626,20250627,300373.SZ,0.033176800803692515,0.00021210545673966408
test,full_topk,30,20250626,20250627,300394.SZ,0.03463095177336061,0.0002489108592271805
test,full_topk,30,20250626,20250627,300418.SZ,0.03308853281936544,0.00015529152005910873
test,full_topk,30,20250626,20250627,300496.SZ,0.03314357360699771,0.0002766391262412071
test,full_topk,30,20250626,20250627,300498.SZ,0.033098809848751146,0.00019086897373199463
test,full_topk,30,20250626,20250627,300601.SZ,0.03334626403779535,0.0002140747383236885
test,full_topk,30,20250626,20250627,300604.SZ,0.032952559193163165,0.00016907602548599243
test,full_topk,30,20250626,20250627,300627.SZ,0.034266188258610886,0.0005404055118560791
test,full_topk,30,20250626,20250627,300628.SZ,0.03414046670303857,0.00015462515875697136
test,full_topk,30,20250626,20250627,300661.SZ,0.033284982483216596,0.0002479972317814827
test,full_topk,30,20250626,20250627,300666.SZ,0.03322239335729151,0.00028322217985987663
test,full_topk,30,20250626,20250627,300676.SZ,0.033060877964190494,0.00035875290632247925
test,full_topk,30,20250626,20250627,300699.SZ,0.033401174170965844,0.0002517588436603546
test,full_topk,30,20250626,20250627,300750.SZ,0.032673069649604855,0.0008788518607616425
test,full_topk,30,20250626,20250627,300759.SZ,0.03401954075416665,0.000260121189057827
test,full_topk,30,20250626,20250627,300761.SZ,0.03335472733283204,0.00014136172831058502
