run,engine,split,setting,net_ann,net_ir,net_mdd,excess_benchmark_ann,excess_exec_universe_ann,avg_filled_turnover,avg_position_count
clean_alpha_only,barra_lite_optimizer,test,industry_size_k20_style0_turn0,0.8193113684035016,0.3030470222971465,-0.2261781834413279,0.1507491035456369,0.2336962431724061,0.1520808506374062,53.121212121212125
clean_alpha_only,barra_lite_optimizer,test,industry_size_k20_style0_turn0.02,0.8128280855472474,0.3007600948123629,-0.2251656111284937,0.1467543608288894,0.2294942613122914,0.1494503662070383,52.84848484848485
clean_alpha_only,barra_lite_optimizer,test,industry_size_k20_style0.05_turn0,0.7865831794931668,0.2946147705591317,-0.2255232468245849,0.1301815879428198,0.2118833257303058,0.1503256544651496,53.09090909090909
clean_alpha_only,barra_lite_optimizer,test,industry_size_k20_style0.05_turn0.02,0.7795448833991458,0.2930785677446641,-0.2247057990916722,0.1257308703702366,0.2069132446791468,0.1488601315921563,53.01515151515152
clean_alpha_only,barra_lite_optimizer,test,industry_size_k20_style0.1_turn0,0.7785887779111207,0.292745713834773,-0.2243672117860227,0.1250570520555525,0.2064159239875327,0.149301226585195,52.80303030303031
clean_alpha_only,barra_lite_optimizer,test,industry_size_k20_style0.1_turn0.02,0.7901340817897304,0.2954428774288083,-0.2242747653788147,0.1322934576809444,0.2140776390260195,0.1477328259741196,52.60606060606061
clean_alpha_only,barra_lite_optimizer,test,industry_size_k20_style0.2_turn0,0.7688782867961832,0.2889758170581646,-0.2238912933339415,0.1195000081485544,0.2001796638529436,0.1484340603361587,51.89393939393939
clean_alpha_only,barra_lite_optimizer,test,industry_size_k20_style0.2_turn0.02,0.7540225735145187,0.2845677008116245,-0.2255693806916523,0.1105423308922204,0.1903079343666194,0.1469930497853157,52.34848484848485
clean_alpha_only,barra_lite_optimizer,test,industry_size_k30_style0_turn0,0.3948796955783071,0.1960326941285551,-0.2087024289047351,-0.1242841035529971,-0.0619925214268394,0.1747817213339247,68.07575757575758
clean_alpha_only,barra_lite_optimizer,test,industry_size_k30_style0_turn0.02,0.3969451475768291,0.1970977658828646,-0.2087024289047351,-0.1229815342907381,-0.0606629106755041,0.1742757663873966,68.04545454545455
clean_alpha_only,barra_lite_optimizer,test,industry_size_k30_style0.05_turn0,0.3654498324656579,0.1856584472712637,-0.2074362035690511,-0.1430451982017777,-0.0823773163030445,0.1730859792785302,67.98484848484848
clean_alpha_only,barra_lite_optimizer,test,industry_size_k30_style0.05_turn0.02,0.3584422396935423,0.1828897614167878,-0.2074362035690511,-0.1476189372901644,-0.0872140703974626,0.172553187524255,67.12121212121212
clean_alpha_only,barra_lite_optimizer,test,industry_size_k30_style0.1_turn0,0.3714000613777026,0.1876749272020057,-0.2074555959855812,-0.1389349767382665,-0.0780570267789807,0.172791059273928,67.03030303030303
